,Id,Name,Artist,Released,RYM Rating,Genres,Descriptors,Language,Track listing,Colorscheme,Ranked,Num_of_RYM_Ratings
0,brockhampton2022theily,The Family,BROCKHAMPTON,17 November 2022,3.07,"Chipmunk Soul, Southern Hip Hop
Conscious Hip Hop, Pop Rap, Drumless","breakup,  bittersweet,  sampling,  introspective,  male vocals,  depressive,  raw,  concept album,  eclectic,  sentimental,  serious,  lonely,  alcohol,  angry,  self-hatred,  alienation,  longing,  passionate,  melancholic,  warm,  melodic,  sad,  pessimistic,  LGBT,  boastful",English,"['Take It Back', 'RZA', 'Gold Teeth', 'Big Pussy', 'All That', '(Back From the) Road', 'Basement', 'Southside', 'Good Time', '37th', 'Boyband', 'Any Way You Want Me', 'The Family', 'Prayer', 'My American Life', 'The Ending', 'Brockhampton']","['#5b3230', '#957f71', '#a29b81', '#c45742', '#cd8d74', '#c2bbc8', '#535e64', '#31c8e7', '#bda684', '#afb380']",#850 for 2022,3973
0,sampathegreat2022asalow,As Above So Below,Sampa the Great,9 September 2022,3.13,"Conscious Hip Hop
Neo-Soul, Afroswing, Trap, Zamrock","tropical,  warm,  urban,  summer,  epic,  tribal","English, Chichewa","['Shadows', 'Lane', 'Never Forget', 'Mask On', 'Bona', 'Can I Live?', 'Imposter Syndrome', 'Tilibobo', 'Lo Rain', 'IDGAF', 'Let Me Be Great']","['#57576f', '#3590ad', '#bda7a9', '#83bdd1']","#1,000 for 2022",249
0,stormzy2022thiean,This Is What I Mean,Stormzy,25 November 2022,2.64,"UK Hip Hop, Contemporary R&B, Pop Rap
Conscious Hip Hop, Neo-Soul, Pop Rap, CCM","Christian,  triumphant,  warm,  urban,  melodic,  love,  lush,  sentimental,  male vocals,  optimistic",,"['Fire + Water', 'This Is What I Mean', 'Firebabe', 'Please', 'Need You', 'Hide & Seek', 'My Presidents Are Black', ""Sampha's Plea"", 'Holy Spirit', 'Bad Blood', 'I Got My Smile Back', 'Give It to the Water']","['#7c7a7b', '#5a2517', '#7a7a7a', '#7c361d']","#1,519 for 2022",398
0,seapower2022evever,Everything Was Forever,Sea Power,18 February 2022,3.33,"Post-Punk Revival, Indie Rock
Dream Pop, Space Rock Revival, Art Rock","male vocals,  female vocals,  melancholic,  energetic,  conscious,  political,  anxious,  ethereal",English,"['Scaring at the Sky', 'Transmitter', 'Two Fingers', 'Fire Escape in the Sea', 'Dopplegänger', 'Fear Eats the Soul', 'Folly', 'Green Goddess', 'Lakeland Echo', 'We Only Want to Make You Happy']","['#a8b1c0', '#b9bcc3', '#7b8288', '#9f9f87', '#6e7661', '#baad81', '#c2c1a3', '#a8abad', '#989d9d', '#364c5a']",#528 for 2022,536
0,altj2022theeam,The Dream,alt-J,11 February 2022,2.82,"Art Pop, Indietronica, Alt-Pop
Indie Pop, Folktronica, Chamber Pop","male vocals,  atmospheric,  introspective,  lush,  mellow,  love,  progressive,  sparse,  death,  melancholic,  summer,  abstract",English,"['Bane', 'U&ME', 'Hard Drive Gold', ""Happier When You're Gone"", 'The Actor', 'Get Better', 'Chicago', 'Philadelphia', 'Walk a Mile', 'Delta', 'Losing My Mind', 'Powders']","['#c6c5c2', '#bebdb9', '#b5b0ad', '#959490']","#1,185 for 2022",1452
0,charlixcx2022craash,CRASH,Charli XCX,18 March 2022,3.16,"Dance-Pop
Synthpop, Electropop, Freestyle, Contemporary R&B","playful,  melodic,  party,  female vocals,  energetic,  sensual,  rhythmic,  love,  bittersweet,  breakup,  passionate,  warm,  sampling,  sexual,  eclectic,  longing,  anthemic,  romantic",English,"['Crash', 'New Shapes', 'Good Ones', 'Constant Repeat', 'Beg for You', 'Move Me', 'Baby', 'Lightning', 'Every Rule', 'Yuck', 'Used to Know Me', 'Twice']","['#98867a', '#8e918a', '#178dcb', '#abbeba', '#666e61', '#72acdc', '#7daad3']",#706 for 2022,9889
0,shamir2022hetity,Heterosexuality,Shamir,11 February 2022,3.07,"Indie Rock, Alternative R&B
Noise Pop, Dream Pop","LGBT,  melodic,  passionate,  noisy,  conscious,  androgynous vocals,  introspective,  eclectic,  male vocals",English,"['Gay Agenda', 'Cisgender', 'Abomination', 'Stability', 'Caught Up', 'Father', 'Cold Brew', 'Marriage', 'Reproductive', 'Nuclear']","['#69aee7', '#3065ab', '#4281c6', '#5d9bd8', '#9c9ca6', '#b0b5c9', '#88293d', '#5194d8']",#891 for 2022,359
0,trupatrupa2022bflata,B Flat A,Trupa Trupa,11 February 2022,3.08,"Post-Punk, Alternative Rock
Neo-Psychedelia","quirky,  surreal,  raw,  psychedelic,  deadpan,  male vocals,  cold,  depressive","English, Polish","['Moving', 'Kwietnik', 'Twitch', 'Lines', 'Uniforms', 'Lit', 'Far Away', 'All and All', 'Uselessness', 'Sick', 'B Flat A']","['#7d7d7d', '#919596', '#64605d', '#cbcbcb']","#1,259 for 2022",194
0,stelladonnelly2022floood,Flood,Stella Donnelly,26 August 2022,3.33,"Indie Pop, Singer-Songwriter
Chamber Pop, Jangle Pop","warm,  atmospheric,  female vocals,  soothing,  calm,  mellow,  soft,  bittersweet,  melodic,  autumn,  breakup,  longing",English,"['Lungs', 'How Was Your Day', 'Restricted Account', 'Underwater', 'Medals', 'Move Me', 'Flood', 'This Week', 'Oh My My My', 'Morning Silence', 'Cold']","['#a9aaa5', '#898987', '#aaa39b', '#5d5646', '#877a69', '#808080']",#509 for 2022,1256
0,hudsonmohawke2022crygar,Cry Sugar,Hudson Mohawke,12 August 2022,3.44,"Electronic Dance Music
Chipmunk Soul, Progressive Electronic, Future Bass, Wonky, Trap [EDM]","energetic,  playful,  quirky,  rhythmic,  manic,  eclectic,  chaotic,  surreal,  uplifting,  futuristic,  noisy,  dense,  sampling,  psychedelic,  party,  triumphant,  lush,  female vocals,  epic",English,"['Ingle Nook', 'Intentions', 'Expo', 'Behold', 'Bicstan', 'Stump', 'Dance Forever', 'Bow', 'Is It Supposed', 'Lonely Days', 'Redeem', 'Rain Shadow', 'KPIPE', '3 Sheets to the Wind', 'Some Buzz', 'Tincture', 'Nork 69', 'Come a Little Closer', 'Ingle Nook Slumber']","['#5a3735', '#11475f', '#3d5d6c', '#7a91ab', '#22678e', '#a96a7d', '#c7a1b0', '#d98992', '#c2989e', '#914d38']",#296 for 2022,996
0,warpaint2022radhis,Radiate Like This,Warpaint,6 May 2022,3.24,"Dream Pop, Neo-Psychedelia
Ambient Pop, Alt-Pop","female vocals,  ethereal,  calm,  lush,  optimistic,  uplifting,  warm",English,"['Champion', 'Hips', 'Hard to Tell You', 'Stevie', 'Like Sweetness', 'Trouble', 'Proof', 'Altar', 'Melting', 'Send Nudes']","['#b08f86', '#4e615d', '#7a7a7a']",#669 for 2022,777
0,benjaminclementine2022andeen,And I Have Been,Benjamin Clementine,28 October 2022,3.4,"Art Pop, Singer-Songwriter
Impressionism, Baroque Pop","melodic,  male vocals,  introspective,  cryptic,  lush,  orchestral",English,"['Residue', 'Delighted', 'Difference', 'Genesis', 'Gypsy, BC', 'Atonement', 'Last Movement of Hope', 'Copening', 'Weakend', 'Auxiliary', 'Loveluster', 'Recommence']","['#232a61', '#807971', '#5f5c53', '#c3a589']",#414 for 2022,336
0,catpower2022covers,Covers,Cat Power,14 January 2022,2.95,"Singer-Songwriter, Indie Rock
Blues Rock, Psychedelic Soul, Indie Rock","female vocals,  bittersweet",English,"['Bad Religion', 'Unhate', 'Pa Pa Power', 'White Mustang', 'A Pair of Brown Eyes', 'Against the Wind', 'Endless Sea', 'These Days', ""It Wasn't God Who Made Honky Tonk Angels"", 'I Had a Dream Joe', 'Here Comes a Regular', ""I'll Be Seeing You""]","['#3364c1', '#4a76cd', '#cbccca', '#184191', '#093177', '#1a51ac', '#6c93b0']","#1,044 for 2022",523
0,osees2022afoorm,A Foul Form,Osees,12 August 2022,3.25,"Garage Punk
Hardcore Punk, Noise Rock, Anarcho-Punk","male vocals,  energetic,  noisy,  aggressive,  chaotic,  angry,  violence,  raw,  conscious,  dark,  political,  rhythmic,  psychedelic,  suicide,  misanthropic,  dense",English,"['Funeral Solution', 'Frock Block', 'Too Late for Suicide', 'A Foul Form', 'A Burden Snared', 'Scum Show', 'Fucking Kill Me', 'Perm Act', 'Social Butt', 'Sacrifice']","['#9c9895', '#565752', '#6b6a66', '#c9c9c0']",#645 for 2022,1218
0,carlyraejepsen2022theime,The Loneliest Time,Carly Rae Jepsen,21 October 2022,3.49,"Dance-Pop
Synthpop, Disco, Synth Funk, Alt-Pop","melodic,  female vocals,  warm,  introspective,  romantic,  bittersweet,  longing,  nocturnal,  ethereal,  sentimental,  autumn,  lonely,  happy,  lush,  sensual,  love,  energetic,  playful,  breakup,  optimistic,  atmospheric,  anthemic,  uplifting,  quirky,  dense,  party",English,"['Surrender My Heart', 'Joshua Tree', 'Talking to Yourself', 'Far Away', 'Sideways', 'Beach House', 'Bends', 'Western Wind', 'So Nice', 'Bad Thing Twice', 'Shooting Star', 'Go Find Yourself or Whatever', 'The Loneliest Time', 'Anxious [bonus track]', 'No Thinking Over the Weekend [bonus track]', 'Keep Away [bonus track]']","['#b89b93', '#985016', '#a49089', '#afa075']",#168 for 2022,4539
0,eddievedder2022earing,Earthling,Eddie Vedder,11 February 2022,2.92,"Alternative Rock
Heartland Rock, Pop Rock, Hard Rock","uplifting,  sentimental,  male vocals,  energetic",English,"['Invincibile', 'Power of Right', 'Long Way', 'Brother the Cloud', 'Fallout Today', 'The Dark', 'The Haves', 'Good and Evil', 'Rose of Jericho', 'Try', 'Picture', 'Mrs. Mills', 'On My Way']","['#7dafb6', '#0d7485', '#0e96a4', '#bbbfbc', '#7d8882']","#1,079 for 2022",426
0,kaitlynaureliasmith2022letund,Let's Turn It Into Sound,Kaitlyn Aurelia Smith,25 August 2022,3.1,"Progressive Electronic
IDM, Sound Collage, Glitch, Art Pop, New Age","quirky,  playful,  psychedelic,  warm,  uncommon time signatures,  female vocals,  complex,  futuristic,  progressive,  eclectic,  dissonant,  surreal",,"['Have You Felt Lately?', 'Locate', 'Let It Fall', 'Is It Me or Is It You?', 'Check Your Translation', 'Pivot Signal', 'Unbraid: The Merge', 'Then the Wind Came', 'There Is Something', 'Give to the Water']","['#7f7a80', '#223786', '#f16437', '#0c68b1', '#645a99', '#124b9a', '#a04497']",#866 for 2022,444
0,metric2022forera,Formentera,Metric,8 July 2022,3.42,"Alternative Dance, Indie Rock
Indietronica, New Rave, Post-Punk Revival, Synthpop","female vocals,  longing,  conscious,  bittersweet,  dense,  alienation,  love,  optimistic,  political,  melancholic,  melodic,  rhythmic,  nocturnal,  ethereal,  urban",English,"['Doomscroller', 'All Comes Crashing', 'What Feels Like Eternity', 'Formentera', 'Enemies of the Ocean', 'I Will Never Settle', 'False Dichotomy', 'Oh Please', 'Paths in the Sky']","['#8b8b8b', '#8fc7ec', '#c8721f', '#328ca6']",#370 for 2022,910
0,omarapollo2022ivoory,Ivory,Omar Apollo,8 April 2022,2.95,"Alternative R&B, Bedroom Pop
Neo-Soul, Alt-Pop","LGBT,  male vocals",,"['Ivory', 'Talk', 'No Good Reason', 'Invincible', 'Endlessly Interlude', 'Killing Me', 'Go Away', 'Waiting on You', 'Petrified', 'Personally', 'En el olvido', 'Tamagotchi', 'Can’t Get Over You', 'Evergreen', 'Bad Life', 'Mr. Neighbor']","['#a4a09b', '#aca7a1', '#6b6660', '#918e87']","#1,054 for 2022",575
0,jackwhite2022entive,Entering Heaven Alive,Jack White,22 July 2022,3.12,"Singer-Songwriter, Folk Rock, Art Rock
Blues Rock, Piano Rock, Acoustic Rock, Alt-Country","male vocals,  mellow,  introspective,  quirky,  nocturnal,  love",English,"['A Tip From You to Me', 'All Along the Way', 'Help Me Along', 'Love Is Selfish', ""I've Got You Surrounded (With My Love)"", 'Queen of the Bees', 'A Tree on Fire From Within', 'If I Die Tomorrow', ""Please God, Don't Tell Anyone"", 'A Madman From Manhattan', 'Taking Me Back (Gently)']","['#7a7a7a', '#cccccc']",#828 for 2022,1231
0,kurtvile2022watves,(watch my moves),Kurt Vile,15 April 2022,3.3,"Folk Rock, Singer-Songwriter
Alt-Country, Psychedelic Folk","soft,  calm,  mellow,  peaceful,  male vocals,  introspective,  lethargic,  humorous,  repetitive,  psychedelic,  meditative,  pastoral",English,"['Goin on a Plane Today', 'Flyin (Like a Fast Train)', 'Palace of OKV in Reverse', 'Like Exploding Stones', 'Mount Airy Hill (Way Gone)', 'Hey Like a Child', 'Jesus on a Wire', 'Fo Sho', 'Cool Water', ""Chazzy Don't Mind"", '(Shiny Things)', 'Say the Word', 'Wages of Sin', 'Kurt Runner', 'Stuffed Leopard']","['#9f927f', '#7e5d3e', '#a59e8e', '#b2a18f', '#b0b1af', '#c2bfb0', '#ddbd8c']",#557 for 2022,980
0,santigold2022spials,Spirituals,Santigold,9 September 2022,3.02,"Alt-Pop, Indietronica
Indietronica, Dancehall, Alternative R&B, Electropop","nocturnal,  energetic,  eclectic,  female vocals,  playful,  atmospheric,  mysterious,  mechanical,  tropical,  dark,  uplifting,  spiritual",English,"['My Horror', 'Nothing', 'High Priestess', 'Ushers of the New World', 'Witness', 'Shake', 'The Lasty', 'No Paradise', 'Ain’t Ready', 'Fall First']","['#8c837e', '#81827c', '#c0bdb4', '#5f5a34']",#959 for 2022,549
0,tangerinedream2022rauaum,Raum,Tangerine Dream,25 February 2022,3.35,"Berlin School
IDM, Downtempo, Ambient","atmospheric,  space,  instrumental,  ethereal,  futuristic,  progressive,  meditative,  soothing,  peaceful",,"['In 256 Zeichen', 'You’re Always on Time', 'Along the Canal', 'Continuum', 'Portico C3', 'What You Should Know About Endings', 'Raum']","['#84837f', '#9a2e14', '#ac9084', '#5a2b11', '#ea7317', '#fef083']",#478 for 2022,415
0,noage2022people,People Helping People,No Age,16 September 2022,2.89,"Experimental Rock, Neo-Psychedelia
Slacker Rock, Ambient Pop, Art Punk","male vocals,  quirky,  abstract,  lo-fi,  playful,  ethereal,  rhythmic",English,"[""You're Cooked"", 'Compact Flashes', 'Fruit Bat Blunder', 'Plastic (You Want It)', 'Interdependence', 'Violence', 'Flutter Freer', 'Rush to the Pond', 'Slow Motion Shadow', 'Blueberry Barefoot', 'Tripped Out Before Scott', 'Heavenly', 'Andy Helping Andy']","['#b7b5c0', '#818eb0', '#4a5489', '#8f95b7']","#1,167 for 2022",267
0,bandofhorses2022thieat,Things Are Great,Band of Horses,4 March 2022,3.21,"Indie Rock
Folk Rock","male vocals,  melodic,  warm,  conscious,  bittersweet",English,"['Warning Signs', 'Crutch', 'Tragedy of the Commons', 'In the Hard Times', 'In Need of Repair', 'Aftermath', 'Lights', ""Ice Night We're Having"", 'You Are Nice to Me', 'Coalinga']","['#94958f', '#3b95b0', '#69a6c3', '#7fbac2', '#b7c4cd']",#719 for 2022,525
0,confidenceman2022tililt,Tilt,Confidence Man,1 April 2022,3.18,"Dance-Pop, House
Nu-Disco, Italo House, Alternative Dance, Synthpop","party,  rhythmic,  female vocals,  hedonistic,  energetic,  male vocals",English,"['Woman', 'Feels Like a Different Thing', 'What I Like', 'Toy Boy', 'Luvin U Is Easy', 'Holiday', 'Trumpet Song', 'Angry Girl', 'Push It Up', 'Kiss n Tell', 'Break It Bought It', 'Relieve the Pressure']","['#818a89', '#6c99b8', '#d87852', '#0aad52', '#5f5943', '#15a864']",#747 for 2022,358
0,caitlinrose2022cazimi,Cazimi,Caitlin Rose,18 November 2022,3.25,"Alt-Country, Singer-Songwriter
Americana, Country Rock, Indie Rock","introspective,  female vocals,  longing,  melancholic,  melodic,  playful,  love,  passionate,  lush,  sentimental,  energetic",English,"['Carried Away', 'Modern Dancing', 'Getting It Right', ""Nobody's Sweetheart"", ""Lil' Vesta"", 'Black Obsidian', 'How Far Away', 'Blameless', 'Gemini Moon', ""Holdin'"", ""All Right (Baby's Got a Way)"", 'Only Lies']","['#9b96aa', '#bbaec2', '#5c5463', '#a6988d']",,72
0,lorainejames2022buirme,Building Something Beautiful for Me,Loraine James,7 October 2022,3.43,"Progressive Electronic, Ambient, IDM
Minimalism, UK Bass, Glitch","female vocals,  nocturnal,  LGBT,  atmospheric,  cold,  hypnotic,  introspective,  sad,  rhythmic,  repetitive,  sampling,  alienation,  minimalistic,  avant-garde",,"['Maybe If I (Stay on It)', 'The Perception of Me (Crazy Nigger)', 'Choose to Be Gay (Femenine)', ""Building Something Beautiful for Me (Holy Presence of Joan D'arc)"", 'Enfield, Always', 'My Take', 'Black Excellence (Stay on It)', 'What Now? (Prelude to the Holy Presence of Joan D’arc)']","['#bab8bb', '#6d6d65', '#bfbebc', '#c4c3c1', '#a89575']",#369 for 2022,343
0,drivebytruckers2022weliii,Welcome 2 Club XIII,Drive-By Truckers,3 June 2022,3.28,"Alt-Country, Southern Rock
Roots Rock, Gothic Country, Country Rock, Americana","male vocals,  melodic,  bittersweet,  pastoral,  melancholic,  sentimental,  mellow,  sombre,  dark,  introspective,  eclectic",English,"['The Driver', ""Maria's Awful Disclosure"", 'Shake and Pine', 'We Will Never Wake You Up in the Morning', 'Welcome 2 Club XIII', 'Forged in Hell and Heaven Sent', 'Every Single Storied Flameout', 'Billy Ringo in the Dark', 'Wilder Days']","['#555259', '#95a1ad', '#686a76', '#98a297', '#919a97']","#1,031 for 2022",182
0,freddiegibbs2022oulely,$oul $old $eparately,Freddie Gibbs,30 September 2022,3.43,"Gangsta Rap
Trap, Boom Bap, Pop Rap, Jazz Rap","male vocals,  boastful,  crime,  drugs,  hedonistic,  sampling,  warm,  violence,  rhythmic,  lush,  nocturnal,  urban,  triumphant,  aggressive,  concept album",English,"['Couldn’t Be Done', 'Blackest in the Room', 'Pain & Strife', 'Zipper Bagz', 'Too Much', 'Lobster Omelette', 'Space Rabbit', 'Feel No Pain', 'Rabbit Vision', 'PYS', 'Dark Hearted', 'Gold Rings', 'Grandma’s Stove', 'CIA', 'Decoded [bonus track]']","['#9e8f8a', '#523440', '#9a3b3f', '#7a9989']",#287 for 2022,3894
0,toroymoi2022mahhal,MAHAL,Toro y Moi,29 April 2022,3.37,"Psychedelic Soul, Neo-Psychedelia
Psychedelic Rock, Jazz-Funk, Synth Funk, Hypnagogic Pop, Psychedelic Pop","psychedelic,  warm,  male vocals,  playful,  summer,  quirky,  ethereal,  atmospheric,  mellow",English,"['The Medium', 'Goes by So Fast', 'Magazine', 'Postman', 'The Loop', 'Last Year', 'Mississippi', 'Clarity', 'Foreplay', 'Déjà vu', 'Way Too Hot', 'Millennium', 'Days in Love']","['#e30713', '#b0b6c4', '#7a908d', '#b8cee5', '#ccb595']",#425 for 2022,1845
0,lizzo2022speial,Special,Lizzo,15 July 2022,2.7,"Contemporary R&B, Dance-Pop
Pop Rap, Pop Soul, Disco","female vocals,  introspective,  optimistic,  anthemic,  uplifting,  breakup,  playful,  love,  bittersweet,  passionate,  LGBT,  sampling,  melodic,  sensual,  party,  energetic",English,"['The Sign', 'About Damn Time', 'Grrrls', '2 Be Loved (Am I Ready)', 'I Love You Bitch', 'Special', 'Break Up Twice', ""Everybody's Gay"", 'Naked', 'Birthday Girl', 'If You Love Me', 'Coldplay']","['#7a7a7a', '#cccccc']","#1,408 for 2022",1527
0,demilovato2022holvck,HOLY FVCK,Demi Lovato,19 August 2022,2.8,"Alternative Rock, Pop Rock
Post-Grunge, Pop Punk, Hard Rock, Power Pop","drugs,  angry,  LGBT,  introspective,  anthemic,  passionate,  energetic,  vulgar,  sexual,  sentimental,  bittersweet,  rebellious,  sensual,  female vocals",English,"['Freak', 'Skin of My Teeth', 'Substance', 'Eat Me', 'Holy Fvck', '29', 'Happy Ending', 'Heaven', 'City of Angels', 'Bones', 'Wasted', 'Come Together', 'Dead Friends', 'Help Me', 'Feed', '4 Ever 4 Me']","['#817f82', '#c39c73', '#6d0800', '#b08767']","#1,173 for 2022",708
0,belleandsebastian2022abious,A Bit of Previous,Belle and Sebastian,6 May 2022,2.94,"Indie Pop
Chamber Pop","male vocals,  female vocals,  introspective,  warm,  conscious,  romantic,  poetic,  bittersweet,  melancholic,  longing",English,"['Young and Stupid', 'If They’re Shooting at You', 'Talk to Me, Talk to Me', 'Reclaim the Night', 'Do It for Your Country', 'Prophets on Hold', 'Unnecessary Drama', 'Come on Home', 'A World Without You', 'Deathbed of My Dreams', 'Sea of Sorrow', 'Working Boy in New York City']","['#aa968b', '#62372e', '#956a5a', '#a97e7a']","#1,047 for 2022",921
0,placebo2022nevego,Never Let Me Go,Placebo,25 March 2022,3.31,"Alternative Rock
Noise Pop, Industrial Rock","melancholic,  dark,  atmospheric,  male vocals,  introspective,  alienation,  rhythmic,  mechanical,  vulgar,  androgynous vocals,  mysterious",English,"['Forever Chemicals', 'Beautiful James', 'Hugz', 'Happy Birthday in the Sky', 'The Prodigal', 'Surrounded by Spies', 'Try Better Next Time', 'Sad White Reggae', 'Twin Demons', 'Chemtrails', 'This Is What You Wanted', 'Went Missing', 'Fix Yourself']","['#a6b0b8', '#7e7d85', '#aba09a', '#91a0a3', '#876870', '#b9b68b', '#524330', '#b9b6b5', '#b3d1d9', '#4c5b6e']",#523 for 2022,1184
0,beabadoobee2022beapia,Beatopia,beabadoobee,15 July 2022,3.41,"Indie Pop, Alternative Rock
Bedroom Pop, Dream Pop, Indie Rock, Indie Folk, Singer-Songwriter, Chamber Pop, Chamber Folk","lush,  soft,  sentimental,  female vocals,  mellow,  love,  bittersweet,  spring,  psychedelic,  peaceful,  longing,  warm,  fantasy,  soothing,  playful,  melodic,  eclectic,  quirky,  calm,  lethargic",English,"['Beatopia Cultsong', '10:36', 'Sunny day', 'See you Soon', 'Ripples', 'the perfect pair', 'broken cd', 'Talk', 'Lovesong', 'Pictures of Us', 'fairy song', ""Don't get the deal"", 'tinkerbell is overrated', ""You're here that's the thing""]","['#bbbcb8', '#b0aeaa', '#dab4bf', '#b2afaa', '#af6b7a', '#757165', '#bfbcb5']",#344 for 2022,2957
0,rollingblackoutscoastalfever2022endoms,Endless Rooms,Rolling Blackouts C.F.,6 May 2022,3.28,"Jangle Pop, Indie Rock
Neo-Psychedelia, Indie Surf","soft,  mood,  mellow,  existential,  aquatic,  nocturnal,  longing,  melancholic,  warm,  melodic,  poetic,  summer,  atmospheric,  love,  bittersweet,  nature,  male vocals",English,"['Pearl Like You', 'Tidal River', 'The Way It Shatters', 'Caught Low', 'My Echo', 'Dive Deep', 'Open Up Your Window', 'Blue Eye Lake', 'Saw You at the Eastern Beach', 'Vanishing Dots', 'Endless Rooms', 'Bounce Off the Bottom']","['#828483', '#12376b', '#a75f2d', '#e8c470']",#613 for 2022,663
0,timburgess2022typsic,Typical Music,Tim Burgess,23 September 2022,3.38,"Neo-Psychedelia, Indie Pop
Pop Rock, Singer-Songwriter",,English,"['Here Comes the Weekend', 'Curiosity', 'Time That We Call Time', 'Flamingo', 'Revenge Through Art', 'Kinectic Connection', 'Typical Music', 'Take Me With You', 'After This', 'The Centre of Me (Is a Symphony of You)', 'When I See You Side', 'Magic Rising', 'Tender Hooks', 'L.O.S.T Lost / Will You Take a Look at My Hand Please', 'A Bloody Nose', 'In May Side', ""Slacker (Than I've Ever Been)"", 'View From Above', 'A Quarter to Eight', 'Sooner Than Yesterday', 'Sure Enough', ""What's Meant for You Won't Pass by You""]","['#b5af8f', '#b2b5bf', '#5a5920', '#919489', '#bfaa3d', '#dacfb1', '#978d84', '#ace2fc', '#c86550']",,43
0,kingprincess2022holaby,Hold On Baby,King Princess,29 July 2022,2.81,"Alt-Pop
Electropop, Pop Rock","female vocals,  LGBT,  passionate,  depressive",English,"['I Hate Myself, I Want to Party', 'Cursed', 'Winter Is Hopeful', 'Little Bother', 'For My Friends', 'Crowbar', 'Hold On Baby Interlude', 'Too Bad', 'Change the Locks', 'Dotted Lines', 'Sex Shop', 'Let Us Die']","['#ced7ac', '#8ea589', '#45535e', '#7c858a', '#78947d', '#b8834f', '#f1c0a2', '#bebcb3']","#1,219 for 2022",332
0,softcell2022hapded,*Happiness Not Included,Soft Cell,6 May 2022,2.71,"Synthpop
Electropop, Dance-Pop","male vocals,  nihilistic,  melancholic,  mellow,  pessimistic,  dark,  sentimental",English,"['Happy Happy Happy', 'Polaroid', 'Bruises on My Illusions', 'Purple Zone', 'Heart Like Chernobyl', 'Light Sleepers', '*Happiness Not Included', 'Nostalgia Machine', 'Nighthawks', 'I’m Not a Friend of God', 'Tranquiliser', 'New Eden']","['#29a9d8', '#3e5b6d', '#5092a8', '#805a43', '#6a697b']","#1,637 for 2022",229
0,midlake2022forods,For the Sake of Bethel Woods,Midlake,18 March 2022,3.3,"Folk Rock
Psychedelic Folk, Indie Rock, Neo-Psychedelia, Progressive Rock, Indie Pop","male vocals,  mellow,  progressive",English,"['Commune', 'Bethel Woods', 'Glistening', 'Exile', 'Feast of Carrion', 'Noble', 'Gone', 'Meanwhile...', 'Dawning', 'The End', 'Of Desire']","['#a9a8a7', '#615259', '#b0a3ac', '#826770']",#583 for 2022,402
0,neilyoungcrazyhorse2022toaast,Toast,"Neil Young with Crazy HorseNeil YoungCrazy Horse
Neil Young Archives Special Release Series",8 July 2022,3.58,"Folk Rock, Blues Rock
Hard Rock, Jam Band","lonely,  mellow,  longing,  breakup,  male vocals,  raw",English,"['Quit', 'Standing in the Light of Love', 'Goin’ Home', 'Timberline', 'Gateway of Love', 'How Ya Doin’?', 'Boom Boom Boom', '[etched]']","['#656066', '#a3a8ae', '#93989c', '#b29ea9', '#a09f9d']",#383 for archival,338
0,stars2022froill,From Capelton Hill,Stars,27 May 2022,2.99,"Indie Pop
Synthpop","female vocals,  melodic,  male vocals",English,"['Palmistry', 'Pretenders', 'Patterns', 'Back to the End', 'That Girl', 'Build a Fire', 'Capelton Hill', 'Hoping', 'To Feel What They Feel', 'If I Never See London Again', 'I Need the Light', 'Snowy Owl']","['#c1c5ae', '#68485f', '#acaca0', '#918587']","#1,858 for 2022",136
0,architects2022therit,Classic Symptoms of a Broken Spirit,Architects,21 October 2022,2.44,"Alternative Metal, Industrial Metal
Industrial Rock, Alternative Rock","male vocals,  melodic,  sad",,"['Deep Fake', 'Tear Gas', 'Spit the Bone', 'Burn Down My House', 'Living Is Killing Us', 'When We Were Young', 'Doomscrolling', 'Born Again Pessimist', 'A New Moral Low Ground', 'All the Love in the World', 'Be Very Afraid']","['#c5c3bd', '#83847e', '#afaca5', '#6d6a63']","#1,759 for 2022",473
0,dungen2022enänog,En är för mycket och tusen aldrig nog,Dungen,7 October 2022,3.27,"Neo-Psychedelia, Psychedelic Rock
Psychedelic Pop","psychedelic,  male vocals",Swedish,"['Skövde', 'Om det finns något som du vill fråga mig', 'Nattens sista strimma ljus', 'Möbler', 'Höstens färger', 'Var har du varit?', 'Klockan slår den är mycket nu', 'En är för mycket och tusen aldrig nog', 'Om natten']","['#b3b2af', '#aea5b6', '#9c543c', '#b9babd']",#897 for 2022,221
0,melodysechochamber2022emonal,Emotional Eternal,Melody's Echo Chamber,29 April 2022,3.42,"Neo-Psychedelia
Dream Pop, Psychedelic Pop, Psychedelic Rock, Chamber Pop","female vocals,  lush,  psychedelic,  ethereal,  mellow,  soothing,  melodic,  atmospheric,  peaceful,  spring,  warm,  nature,  sentimental","English, French","['Emotional Eternal', 'Looking Backward', 'Pyramids in the Clouds', 'The Hypnotist', 'Personal Message', 'Where the Water Clears the Illusion', 'A Slow Dawning of Peace', 'Alma_The Voyage']","['#c4c4c4', '#9d9d9d', '#c7c7c7', '#858585']",#345 for 2022,1648
